id,articleType,image_path
preloved_celana_pendek_anak_be_1621230922_e2cd0315_progressive_thumbnail,Short,Clothes_Dataset\preloved_celana_pendek_anak_be_1621230922_e2cd0315_progressive_thumbnail.jpg
preloved_celana_pendek_anak_bo_1661318156_62eb57e4_progressive_thumbnail,Short,Clothes_Dataset\preloved_celana_pendek_anak_bo_1661318156_62eb57e4_progressive_thumbnail.jpg
preloved_celana_pendek_anak_la_1618966327_a35f32a3_progressive_thumbnail,Short,Clothes_Dataset\preloved_celana_pendek_anak_la_1618966327_a35f32a3_progressive_thumbnail.jpg
preloved_celana_pendek_anak_me_1678953508_e873c7f4_progressive_thumbnail,Short,Clothes_Dataset\preloved_celana_pendek_anak_me_1678953508_e873c7f4_progressive_thumbnail.jpg
preloved_celana_pendek_anak_wa_1678958279_e79ae969_progressive_thumbnail,Short,Clothes_Dataset\preloved_celana_pendek_anak_wa_1678958279_e79ae969_progressive_thumbnail.jpg
preloved_celana_pendek_bad_gir_1642119327_6175ac1c_progressive_thumbnail,Short,Clothes_Dataset\preloved_celana_pendek_bad_gir_1642119327_6175ac1c_progressive_thumbnail.jpg
preloved_celana_pendek_hitam_g_1636675523_077110dd_progressive_thumbnail,Short,Clothes_Dataset\preloved_celana_pendek_hitam_g_1636675523_077110dd_progressive_thumbnail.jpg
preloved_celana_pendek_jeans_a_1619070269_2934956e_progressive_thumbnail,Short,Clothes_Dataset\preloved_celana_pendek_jeans_a_1619070269_2934956e_progressive_thumbnail.jpg
preloved_pribadi_celana_pendek_1689336755_e9c5131e_progressive_thumbnail,Short,Clothes_Dataset\preloved_pribadi_celana_pendek_1689336755_e9c5131e_progressive_thumbnail.jpg
preloved_second_bekas_celana_p_1638849449_2a0efbce_progressive_thumbnail,Short,Clothes_Dataset\preloved_second_bekas_celana_p_1638849449_2a0efbce_progressive_thumbnail.jpg
preloved_second_bekas_celana_p_1638850440_f07b4faf_progressive_thumbnail,Short,Clothes_Dataset\preloved_second_bekas_celana_p_1638850440_f07b4faf_progressive_thumbnail.jpg
preloved_second_bekas_celana_p_1638870683_28305f9a_progressive_thumbnail,Short,Clothes_Dataset\preloved_second_bekas_celana_p_1638870683_28305f9a_progressive_thumbnail.jpg
preloved_second_bekas_celana_p_1638871285_c299e466_progressive_thumbnail,Short,Clothes_Dataset\preloved_second_bekas_celana_p_1638871285_c299e466_progressive_thumbnail.jpg
preloved_second_bekas_celana_p_1638871552_5a3688be_progressive_thumbnail,Short,Clothes_Dataset\preloved_second_bekas_celana_p_1638871552_5a3688be_progressive_thumbnail.jpg
preloved_short_pants_celana_pe_1695631774_4333f471_progressive_thumbnail,Short,Clothes_Dataset\preloved_short_pants_celana_pe_1695631774_4333f471_progressive_thumbnail.jpg
puma_soccer_bola_biru_jersey_s_1652338805_dcbd3454_progressive_thumbnail,Short,Clothes_Dataset\puma_soccer_bola_biru_jersey_s_1652338805_dcbd3454_progressive_thumbnail.jpg
rok_celana_pendek_motif_batik__1670466369_8c128f23_progressive_thumbnail,Short,Clothes_Dataset\rok_celana_pendek_motif_batik__1670466369_8c128f23_progressive_thumbnail.jpg
rok_celana_pendek_wanitashort__1664863730_c6a865eb_progressive_thumbnail,Short,Clothes_Dataset\rok_celana_pendek_wanitashort__1664863730_c6a865eb_progressive_thumbnail.jpg
shortpants_adidas_celana_pende_1694045062_5f6a9ae1_progressive_thumbnail,Short,Clothes_Dataset\shortpants_adidas_celana_pende_1694045062_5f6a9ae1_progressive_thumbnail.jpg
vintage_nike_90_blue_biru_glos_1652339078_0621e528_progressive_thumbnail,Short,Clothes_Dataset\vintage_nike_90_blue_biru_glos_1652339078_0621e528_progressive_thumbnail.jpg
vintage_nike_90_white_and_oran_1652339225_a5db2c8f_progressive_thumbnail,Short,Clothes_Dataset\vintage_nike_90_white_and_oran_1652339225_a5db2c8f_progressive_thumbnail.jpg
vintage_nike_team_90_blue_kore_1652338982_92b3fe0f_progressive_thumbnail,Short,Clothes_Dataset\vintage_nike_team_90_blue_kore_1652338982_92b3fe0f_progressive_thumbnail.jpg
08868e1e-e19a-43de-b883-82694af5a482,Dress,Clothes_Dataset\08868e1e-e19a-43de-b883-82694af5a482.jpg
16740066-3329-4165-884a-25c42814d590,Dress,Clothes_Dataset\16740066-3329-4165-884a-25c42814d590.jpg
18519bfc-435f-4280-8779-f7fad8fe9e79,Dress,Clothes_Dataset\18519bfc-435f-4280-8779-f7fad8fe9e79.jpg
21059bce-cf86-4064-b9af-5dbbbc6e7593,Dress,Clothes_Dataset\21059bce-cf86-4064-b9af-5dbbbc6e7593.jpg
24890459-3da7-4976-a837-f289e7af0d48,Dress,Clothes_Dataset\24890459-3da7-4976-a837-f289e7af0d48.jpg
26837828-8487-4ba3-9415-2045a7c11737,Dress,Clothes_Dataset\26837828-8487-4ba3-9415-2045a7c11737.jpg
3193786c-22f1-4ea9-9e84-8ee47c138a8d,Dress,Clothes_Dataset\3193786c-22f1-4ea9-9e84-8ee47c138a8d.jpg
34118cd8-2498-4965-b7cf-3b50d1d45e22,Dress,Clothes_Dataset\34118cd8-2498-4965-b7cf-3b50d1d45e22.jpg
37271dcc-d0e5-4f31-81ac-ad4b5974812e,Dress,Clothes_Dataset\37271dcc-d0e5-4f31-81ac-ad4b5974812e.jpg
4334620b-316c-4762-a116-9add429220d0,Dress,Clothes_Dataset\4334620b-316c-4762-a116-9add429220d0.jpg
4569133b-2f46-464d-8405-8f7b5fe1ff6a,Dress,Clothes_Dataset\4569133b-2f46-464d-8405-8f7b5fe1ff6a.jpg
4696df2e-9fb4-4f06-bab8-accb2d7e949d,Dress,Clothes_Dataset\4696df2e-9fb4-4f06-bab8-accb2d7e949d.jpg
4719349a-06d4-4ddf-8428-69c6cef55e46,Dress,Clothes_Dataset\4719349a-06d4-4ddf-8428-69c6cef55e46.jpg
6253ae47-c888-4991-a2dc-c484a98a7515,Dress,Clothes_Dataset\6253ae47-c888-4991-a2dc-c484a98a7515.jpg
7405eabb-acec-426a-bfa3-a0533b1778e0,Dress,Clothes_Dataset\7405eabb-acec-426a-bfa3-a0533b1778e0.jpg
7481e6f6-65f9-47ba-a276-d8d0b4344d2b,Dress,Clothes_Dataset\7481e6f6-65f9-47ba-a276-d8d0b4344d2b.jpg
82878359-5004-44b9-8a93-6234169793a4,Dress,Clothes_Dataset\82878359-5004-44b9-8a93-6234169793a4.jpg
8942b418-8e99-450c-a051-63c2f850937b,Dress,Clothes_Dataset\8942b418-8e99-450c-a051-63c2f850937b.jpg
9044c1d9-92ae-42aa-adee-4aeb468f6d5b,Dress,Clothes_Dataset\9044c1d9-92ae-42aa-adee-4aeb468f6d5b.jpg
9253edb0-4880-48e4-a7c3-a3b40c837a3e,Dress,Clothes_Dataset\9253edb0-4880-48e4-a7c3-a3b40c837a3e.jpg
974964a0-77cc-47b3-a54f-57eea90bb3fe,Dress,Clothes_Dataset\974964a0-77cc-47b3-a54f-57eea90bb3fe.jpg
9764558f-a55d-4909-865a-b2967debafef,Dress,Clothes_Dataset\9764558f-a55d-4909-865a-b2967debafef.jpg
9765a3b7-8a1d-4611-9abf-a47025013753,Dress,Clothes_Dataset\9765a3b7-8a1d-4611-9abf-a47025013753.jpg
9822fa35-a6c6-4304-8283-5b7b8bb9d244,Dress,Clothes_Dataset\9822fa35-a6c6-4304-8283-5b7b8bb9d244.jpg
a01c91eb-06e8-47d1-85e5-fd6495f014c6,Dress,Clothes_Dataset\a01c91eb-06e8-47d1-85e5-fd6495f014c6.jpg
a099199b-9ec3-4f63-a157-dbdb1757eae5,Dress,Clothes_Dataset\a099199b-9ec3-4f63-a157-dbdb1757eae5.jpg
a09d821a-cfa4-4dcb-b734-e45515b3ead0,Dress,Clothes_Dataset\a09d821a-cfa4-4dcb-b734-e45515b3ead0.jpg
a0b2aa38-51d0-4219-a135-fa3d769f7d37,Dress,Clothes_Dataset\a0b2aa38-51d0-4219-a135-fa3d769f7d37.jpg
a10eee1b-7361-44c4-9dd8-90e91e083573,Dress,Clothes_Dataset\a10eee1b-7361-44c4-9dd8-90e91e083573.jpg
a1190e56-0e53-41e3-ad16-a63575173747,Dress,Clothes_Dataset\a1190e56-0e53-41e3-ad16-a63575173747.jpg
a2e6fd5e-001b-4cbc-86a0-7f015a1beda6,Dress,Clothes_Dataset\a2e6fd5e-001b-4cbc-86a0-7f015a1beda6.jpg
a54e0797-50e3-46e9-841c-539fb3776a2a,Dress,Clothes_Dataset\a54e0797-50e3-46e9-841c-539fb3776a2a.jpg
a5625e10-a1f1-4744-987e-851af2d11a00,Dress,Clothes_Dataset\a5625e10-a1f1-4744-987e-851af2d11a00.jpg
a5b5dd47-2e34-475e-99b0-6a977fb8786c,Dress,Clothes_Dataset\a5b5dd47-2e34-475e-99b0-6a977fb8786c.jpg
a65dc730-f117-4a1a-8fe9-917fad90a167,Dress,Clothes_Dataset\a65dc730-f117-4a1a-8fe9-917fad90a167.jpg
a81e5ddc-184c-4e76-8492-de4b73839cc9,Dress,Clothes_Dataset\a81e5ddc-184c-4e76-8492-de4b73839cc9.jpg
a8f54cff-a03e-4d7c-add1-ba46b83b43cd,Dress,Clothes_Dataset\a8f54cff-a03e-4d7c-add1-ba46b83b43cd.jpg
aa38d686-aa76-4bfa-8d79-c6ca93cdabb9,Dress,Clothes_Dataset\aa38d686-aa76-4bfa-8d79-c6ca93cdabb9.jpg
abc109d6-6bb8-4772-8258-6dd92d9d86c1,Dress,Clothes_Dataset\abc109d6-6bb8-4772-8258-6dd92d9d86c1.jpg
ac4e79c1-4bfd-4181-bdff-cd860af2c8d3,Dress,Clothes_Dataset\ac4e79c1-4bfd-4181-bdff-cd860af2c8d3.jpg
ac6b4d26-7e1b-49a5-8045-84d213b56a7e,Dress,Clothes_Dataset\ac6b4d26-7e1b-49a5-8045-84d213b56a7e.jpg
accent_dress_1697102820_e65beb56_progressive_thumbnail,Dress,Clothes_Dataset\accent_dress_1697102820_e65beb56_progressive_thumbnail.jpg
ada_women_dress_1697081901_36f9cd68_progressive_thumbnail,Dress,Clothes_Dataset\ada_women_dress_1697081901_36f9cd68_progressive_thumbnail.jpg
ae6f7084-8025-4ac5-9326-1f5db4e61305,Dress,Clothes_Dataset\ae6f7084-8025-4ac5-9326-1f5db4e61305.jpg
af7c9c78-220e-4242-bc54-b0559838a0b3,Dress,Clothes_Dataset\af7c9c78-220e-4242-bc54-b0559838a0b3.jpg
amary_dress_1697102949_dec4bc60_progressive_thumbnail,Dress,Clothes_Dataset\amary_dress_1697102949_dec4bc60_progressive_thumbnail.jpg
anna_sui_dress_1697106550_d8fa57e9_progressive_thumbnail,Dress,Clothes_Dataset\anna_sui_dress_1697106550_d8fa57e9_progressive_thumbnail.jpg
ats_the_label_x_kerokoes__stri_1697100224_47dc4905_progressive_thumbnail,Dress,Clothes_Dataset\ats_the_label_x_kerokoes__stri_1697100224_47dc4905_progressive_thumbnail.jpg
ava_prologue_kaftan_navy_dress_1697086317_b7bb97cf_progressive_thumbnail,Dress,Clothes_Dataset\ava_prologue_kaftan_navy_dress_1697086317_b7bb97cf_progressive_thumbnail.jpg
ava_prologue_kaftan_pink_dress_1697086169_c0db63c2_progressive_thumbnail,Dress,Clothes_Dataset\ava_prologue_kaftan_pink_dress_1697086169_c0db63c2_progressive_thumbnail.jpg
b2279dec-874d-4571-a8b5-8e7d704e596d,Dress,Clothes_Dataset\b2279dec-874d-4571-a8b5-8e7d704e596d.jpg
b2326e7b-984e-4118-9f10-e256f6b60c64,Dress,Clothes_Dataset\b2326e7b-984e-4118-9f10-e256f6b60c64.jpg
b2f77e73-5ae0-49ca-bb0e-aaad215bcd8f,Dress,Clothes_Dataset\b2f77e73-5ae0-49ca-bb0e-aaad215bcd8f.jpg
b3f43dc1-ea70-4bb0-b17c-39877c99b18f,Dress,Clothes_Dataset\b3f43dc1-ea70-4bb0-b17c-39877c99b18f.jpg
b47ca626-8848-43e5-9b9a-70217872523f,Dress,Clothes_Dataset\b47ca626-8848-43e5-9b9a-70217872523f.jpg
b59e4d4a-a283-4868-8a81-2f24d8b9c8d8,Dress,Clothes_Dataset\b59e4d4a-a283-4868-8a81-2f24d8b9c8d8.jpg
b5c9449f-f1fe-4b81-a247-329145b6c277,Dress,Clothes_Dataset\b5c9449f-f1fe-4b81-a247-329145b6c277.jpg
b6111cee-12de-4c9f-8a84-200313eb8a1d,Dress,Clothes_Dataset\b6111cee-12de-4c9f-8a84-200313eb8a1d.jpg
b769e3fb-d74b-4695-9d86-afcc5f533f75,Dress,Clothes_Dataset\b769e3fb-d74b-4695-9d86-afcc5f533f75.jpg
b7903329-be11-4de4-aab5-edf992518172,Dress,Clothes_Dataset\b7903329-be11-4de4-aab5-edf992518172.jpg
b7eef4e5-320e-4467-bb16-6ad88e2c2fdf,Dress,Clothes_Dataset\b7eef4e5-320e-4467-bb16-6ad88e2c2fdf.jpg
b8fe46bc-4781-4ab7-9a99-92374566f61c,Dress,Clothes_Dataset\b8fe46bc-4781-4ab7-9a99-92374566f61c.jpg
b988510e-0b76-4b92-a748-5f650ec3cdaa,Dress,Clothes_Dataset\b988510e-0b76-4b92-a748-5f650ec3cdaa.jpg
b9e6ff63-efb5-483c-8243-d0853e1b9688,Dress,Clothes_Dataset\b9e6ff63-efb5-483c-8243-d0853e1b9688.jpg
babf31fc-abbe-42d2-9e78-794e8052949e,Dress,Clothes_Dataset\babf31fc-abbe-42d2-9e78-794e8052949e.jpg
bac70656-a50a-4a13-8c3f-63e3a0a28338,Dress,Clothes_Dataset\bac70656-a50a-4a13-8c3f-63e3a0a28338.jpg
bad20a08-adb1-4903-af0b-7b64b32b8e2c,Dress,Clothes_Dataset\bad20a08-adb1-4903-af0b-7b64b32b8e2c.jpg
bajudress_wanita_1697073932_057a8e6b_progressive_thumbnail,Dress,Clothes_Dataset\bajudress_wanita_1697073932_057a8e6b_progressive_thumbnail.jpg
baju_dress_wanita_1697097403_19492b58_progressive_thumbnail,Dress,Clothes_Dataset\baju_dress_wanita_1697097403_19492b58_progressive_thumbnail.jpg
baju_dress_wanita_1697097440_554c20ca_progressive_thumbnail,Dress,Clothes_Dataset\baju_dress_wanita_1697097440_554c20ca_progressive_thumbnail.jpg
baju_renang_alila_water_dress__1697107037_79381e43_progressive_thumbnail,Dress,Clothes_Dataset\baju_renang_alila_water_dress__1697107037_79381e43_progressive_thumbnail.jpg
bangkok_dress_putih_payet_dada_1697100036_21cc1bff_progressive_thumbnail,Dress,Clothes_Dataset\bangkok_dress_putih_payet_dada_1697100036_21cc1bff_progressive_thumbnail.jpg
batik_dress_1697106076_6dc730eb_progressive_thumbnail,Dress,Clothes_Dataset\batik_dress_1697106076_6dc730eb_progressive_thumbnail.jpg
bc524ee8-429f-4b41-ab80-c54a63a3db8d,Dress,Clothes_Dataset\bc524ee8-429f-4b41-ab80-c54a63a3db8d.jpg
bc694556-e034-4849-a07f-f559a5cc0235,Dress,Clothes_Dataset\bc694556-e034-4849-a07f-f559a5cc0235.jpg
bc6aaa37-0299-4a59-975e-d3dfb35a7a34,Dress,Clothes_Dataset\bc6aaa37-0299-4a59-975e-d3dfb35a7a34.jpg
bca1dfda-e2a6-470d-b7ae-b9d3dac2208c,Dress,Clothes_Dataset\bca1dfda-e2a6-470d-b7ae-b9d3dac2208c.jpg
bcb839e0-9055-4760-b5a4-b7fd703b716f,Dress,Clothes_Dataset\bcb839e0-9055-4760-b5a4-b7fd703b716f.jpg
bd4ccb87-fe31-4c27-ac13-f69e45f631d8,Dress,Clothes_Dataset\bd4ccb87-fe31-4c27-ac13-f69e45f631d8.jpg
bd5e83fc-330b-4526-8c04-3b7eef715af2,Dress,Clothes_Dataset\bd5e83fc-330b-4526-8c04-3b7eef715af2.jpg
bdfa0ad6-7702-4aef-95e0-ea02fa7795c0,Dress,Clothes_Dataset\bdfa0ad6-7702-4aef-95e0-ea02fa7795c0.jpg
be545b93-c60d-4be6-ae3a-64efd37b7fee,Dress,Clothes_Dataset\be545b93-c60d-4be6-ae3a-64efd37b7fee.jpg
beach_dress_1697103760_228c86e2_progressive_thumbnail,Dress,Clothes_Dataset\beach_dress_1697103760_228c86e2_progressive_thumbnail.jpg
bed38b7f-0a9e-46af-864c-a790aebcc330,Dress,Clothes_Dataset\bed38b7f-0a9e-46af-864c-a790aebcc330.jpg
bf48fa4a-8427-47e3-a802-08f758b71e70,Dress,Clothes_Dataset\bf48fa4a-8427-47e3-a802-08f758b71e70.jpg
bfcb85a5-3361-4d22-afbf-ce3bf067b35b,Dress,Clothes_Dataset\bfcb85a5-3361-4d22-afbf-ce3bf067b35b.jpg
bfdbd44b-b3da-4174-bbda-e267fc0b0da2,Dress,Clothes_Dataset\bfdbd44b-b3da-4174-bbda-e267fc0b0da2.jpg
black_dress_1697085799_eff23144_progressive_thumbnail,Dress,Clothes_Dataset\black_dress_1697085799_eff23144_progressive_thumbnail.jpg
black_dress_1697085930_699d3374_progressive_thumbnail,Dress,Clothes_Dataset\black_dress_1697085930_699d3374_progressive_thumbnail.jpg
black_dress_wanita_1697095888_e137e3bb_progressive_thumbnail,Dress,Clothes_Dataset\black_dress_wanita_1697095888_e137e3bb_progressive_thumbnail.jpg
black_formal_dress_1697112610_4499e3c8_progressive_thumbnail,Dress,Clothes_Dataset\black_formal_dress_1697112610_4499e3c8_progressive_thumbnail.jpg
black_mini_dress__dress_pesta__1697108426_57a9fafb_progressive_thumbnail,Dress,Clothes_Dataset\black_mini_dress__dress_pesta__1697108426_57a9fafb_progressive_thumbnail.jpg
black_sailor_overside_dress_1697094773_f26aa43c_progressive_thumbnail,Dress,Clothes_Dataset\black_sailor_overside_dress_1697094773_f26aa43c_progressive_thumbnail.jpg
black_white_list_assymetrical__1697081961_34a5d1be_progressive_thumbnail,Dress,Clothes_Dataset\black_white_list_assymetrical__1697081961_34a5d1be_progressive_thumbnail.jpg
blue_dress_bigsize_xxxl_bahan__1697107434_24094e43_progressive_thumbnail,Dress,Clothes_Dataset\blue_dress_bigsize_xxxl_bahan__1697107434_24094e43_progressive_thumbnail.jpg
blue_kimono_dress_1697107614_d0874ef4_progressive_thumbnail,Dress,Clothes_Dataset\blue_kimono_dress_1697107614_d0874ef4_progressive_thumbnail.jpg
blue_sabrina_dress_1697118455_96561423_progressive_thumbnail,Dress,Clothes_Dataset\blue_sabrina_dress_1697118455_96561423_progressive_thumbnail.jpg
bodycon_dress_1697088772_1415c72f_progressive_thumbnail,Dress,Clothes_Dataset\bodycon_dress_1697088772_1415c72f_progressive_thumbnail.jpg
bodycon_flower_dress_baca_disk_1697117738_069f9755_progressive_thumbnail,Dress,Clothes_Dataset\bodycon_flower_dress_baca_disk_1697117738_069f9755_progressive_thumbnail.jpg
boogieta_mauri_long_dress_dust_1697100630_445d7e0c_progressive_thumbnail,Dress,Clothes_Dataset\boogieta_mauri_long_dress_dust_1697100630_445d7e0c_progressive_thumbnail.jpg
bross_dress_1697107343_37355e58_progressive_thumbnail,Dress,Clothes_Dataset\bross_dress_1697107343_37355e58_progressive_thumbnail.jpg
brown_dress_1697093845_013f344b_progressive_thumbnail,Dress,Clothes_Dataset\brown_dress_1697093845_013f344b_progressive_thumbnail.jpg
brown_dress_1697103259_38af673b_progressive_thumbnail,Dress,Clothes_Dataset\brown_dress_1697103259_38af673b_progressive_thumbnail.jpg
c6047440-2a5c-48d0-9c51-162735f5e368,Dress,Clothes_Dataset\c6047440-2a5c-48d0-9c51-162735f5e368.jpg
c674b492-752b-4a36-a0c5-9092759a9c2a,Dress,Clothes_Dataset\c674b492-752b-4a36-a0c5-9092759a9c2a.jpg
c6815f1d-54b5-4b94-a8a8-02cd9db5c08a,Dress,Clothes_Dataset\c6815f1d-54b5-4b94-a8a8-02cd9db5c08a.jpg
c6bc821e-631a-4221-9d92-7c7685edebd0,Dress,Clothes_Dataset\c6bc821e-631a-4221-9d92-7c7685edebd0.jpg
c6ee8903-fd6b-46d2-a7c9-da948327db28,Dress,Clothes_Dataset\c6ee8903-fd6b-46d2-a7c9-da948327db28.jpg
c7e911d6-833f-4fcb-a81e-4e6145abd3b8,Dress,Clothes_Dataset\c7e911d6-833f-4fcb-a81e-4e6145abd3b8.jpg
c866397d-ab4d-4723-87bc-ec72561034af,Dress,Clothes_Dataset\c866397d-ab4d-4723-87bc-ec72561034af.jpg
c968cba6-b6f6-4b59-820c-20535812609e,Dress,Clothes_Dataset\c968cba6-b6f6-4b59-820c-20535812609e.jpg
c9d22645-4b60-4108-bde7-a3716c181f00,Dress,Clothes_Dataset\c9d22645-4b60-4108-bde7-a3716c181f00.jpg
callie_cotton_dress_s_1697096461_512c8de4_progressive_thumbnail,Dress,Clothes_Dataset\callie_cotton_dress_s_1697096461_512c8de4_progressive_thumbnail.jpg
calvin_klein_womans_midi_dress_1697094426_6d104acb_progressive_thumbnail,Dress,Clothes_Dataset\calvin_klein_womans_midi_dress_1697094426_6d104acb_progressive_thumbnail.jpg
carries_blue_dress_1697107938_9de1550d_progressive_thumbnail,Dress,Clothes_Dataset\carries_blue_dress_1697107938_9de1550d_progressive_thumbnail.jpg
casual_denim_loose_dress_1697107091_0f3c5fcf_progressive_thumbnail,Dress,Clothes_Dataset\casual_denim_loose_dress_1697107091_0f3c5fcf_progressive_thumbnail.jpg
catton_on_black_dress_size_kec_1697104381_2d7fda6c_progressive_thumbnail,Dress,Clothes_Dataset\catton_on_black_dress_size_kec_1697104381_2d7fda6c_progressive_thumbnail.jpg
catworld_dress_abu_ruffle_1697106018_854eca49_progressive_thumbnail,Dress,Clothes_Dataset\catworld_dress_abu_ruffle_1697106018_854eca49_progressive_thumbnail.jpg
cb61ac26-e7a5-42a6-8471-66f69a9ccd4d,Dress,Clothes_Dataset\cb61ac26-e7a5-42a6-8471-66f69a9ccd4d.jpg
cbbe7c24-9d0a-4a7b-9680-af3c0f36b51f,Dress,Clothes_Dataset\cbbe7c24-9d0a-4a7b-9680-af3c0f36b51f.jpg
cbe9f7f8-b3b5-4d45-aab6-30c2f904bb18,Dress,Clothes_Dataset\cbe9f7f8-b3b5-4d45-aab6-30c2f904bb18.jpg
cbf45350-1a65-4cec-abad-0f64a4a459eb,Dress,Clothes_Dataset\cbf45350-1a65-4cec-abad-0f64a4a459eb.jpg
cc66ab14-3372-4c9a-9171-9007d7154538,Dress,Clothes_Dataset\cc66ab14-3372-4c9a-9171-9007d7154538.jpg
ce27bde3-b523-449c-87b0-35c4317d32d1,Dress,Clothes_Dataset\ce27bde3-b523-449c-87b0-35c4317d32d1.jpg
cea1326b-5c4b-4cbb-bb74-cd4c8a2666ef,Dress,Clothes_Dataset\cea1326b-5c4b-4cbb-bb74-cd4c8a2666ef.jpg
cefb387a-241a-4bf9-8075-73c9e2d37476,Dress,Clothes_Dataset\cefb387a-241a-4bf9-8075-73c9e2d37476.jpg
cf0ab953-d1b3-4c51-bbc6-f50078b4df58,Dress,Clothes_Dataset\cf0ab953-d1b3-4c51-bbc6-f50078b4df58.jpg
cf2783b8-0561-4475-9c1a-9a8861fa8c64,Dress,Clothes_Dataset\cf2783b8-0561-4475-9c1a-9a8861fa8c64.jpg
clarabel_dress_shimer_baby_blu_1697118523_41cfa9fe_progressive_thumbnail,Dress,Clothes_Dataset\clarabel_dress_shimer_baby_blu_1697118523_41cfa9fe_progressive_thumbnail.jpg
cottage_core_dress_1697101085_2fe9d8bf_progressive_thumbnail,Dress,Clothes_Dataset\cottage_core_dress_1697101085_2fe9d8bf_progressive_thumbnail.jpg
cotton_on_dress_1697085878_7c5f52d1_progressive_thumbnail,Dress,Clothes_Dataset\cotton_on_dress_1697085878_7c5f52d1_progressive_thumbnail.jpg
cowl_neck_beige_nude_dress_wea_1697077736_3ef50248_progressive_thumbnail,Dress,Clothes_Dataset\cowl_neck_beige_nude_dress_wea_1697077736_3ef50248_progressive_thumbnail.jpg
cream_dress_1697105958_982c4ae2_progressive_thumbnail,Dress,Clothes_Dataset\cream_dress_1697105958_982c4ae2_progressive_thumbnail.jpg
crop_knit_korea_hitam_pekat__k_1697112193_be889a5a_progressive_thumbnail,Dress,Clothes_Dataset\crop_knit_korea_hitam_pekat__k_1697112193_be889a5a_progressive_thumbnail.jpg
cuci_gudang_bb_65_tb_160_masuk_1697082973_ccae1295_progressive_thumbnail,Dress,Clothes_Dataset\cuci_gudang_bb_65_tb_160_masuk_1697082973_ccae1295_progressive_thumbnail.jpg
cuci_gudang_dress_jonggol_outf_1697082592_3236d34c_progressive_thumbnail,Dress,Clothes_Dataset\cuci_gudang_dress_jonggol_outf_1697082592_3236d34c_progressive_thumbnail.jpg
cuci_gudang_dress_jonggol_outf_1697082652_0c571e24_progressive_thumbnail,Dress,Clothes_Dataset\cuci_gudang_dress_jonggol_outf_1697082652_0c571e24_progressive_thumbnail.jpg
cuci_gudang_dress_jonggol_ruff_1697082487_e0feb7b9_progressive_thumbnail,Dress,Clothes_Dataset\cuci_gudang_dress_jonggol_ruff_1697082487_e0feb7b9_progressive_thumbnail.jpg
cut_out_bodycon_dress_1697118708_53d1a994_progressive_thumbnail,Dress,Clothes_Dataset\cut_out_bodycon_dress_1697118708_53d1a994_progressive_thumbnail.jpg
d0ea01b9-6067-41c7-b1ca-b4cfd820ebf5,Dress,Clothes_Dataset\d0ea01b9-6067-41c7-b1ca-b4cfd820ebf5.jpg
d1369205-6113-4de7-bcad-c40a2b776037,Dress,Clothes_Dataset\d1369205-6113-4de7-bcad-c40a2b776037.jpg
d18d6d32-50d0-4746-95e5-0b812e926f54,Dress,Clothes_Dataset\d18d6d32-50d0-4746-95e5-0b812e926f54.jpg
d1b44982-f7bc-403a-87b5-236f619beaef,Dress,Clothes_Dataset\d1b44982-f7bc-403a-87b5-236f619beaef.jpg
d1dd492a-77b6-4d76-bc22-852cda12c437,Dress,Clothes_Dataset\d1dd492a-77b6-4d76-bc22-852cda12c437.jpg
d2db3c6a-605a-450c-b21f-dc5af1a513b1,Dress,Clothes_Dataset\d2db3c6a-605a-450c-b21f-dc5af1a513b1.jpg
d337b973-20fd-4455-9425-b819b0f68c24,Dress,Clothes_Dataset\d337b973-20fd-4455-9425-b819b0f68c24.jpg
d356b8a6-b8bf-4666-81b9-a957aea03f98,Dress,Clothes_Dataset\d356b8a6-b8bf-4666-81b9-a957aea03f98.jpg
d3ed319e-6245-44a8-b698-28d43d484894,Dress,Clothes_Dataset\d3ed319e-6245-44a8-b698-28d43d484894.jpg
d405f7e3-be05-4b67-8741-8b3507f2d405,Dress,Clothes_Dataset\d405f7e3-be05-4b67-8741-8b3507f2d405.jpg
d4477250-7054-436a-a337-baad421bc8cc,Dress,Clothes_Dataset\d4477250-7054-436a-a337-baad421bc8cc.jpg
d52566d2-6cb0-49a6-b5d7-b514298c0b10,Dress,Clothes_Dataset\d52566d2-6cb0-49a6-b5d7-b514298c0b10.jpg
d69680eb-4fdc-4783-b0d3-3b453f50069b,Dress,Clothes_Dataset\d69680eb-4fdc-4783-b0d3-3b453f50069b.jpg
d69ce5a6-460e-4493-b50e-5eadf3f90ac5,Dress,Clothes_Dataset\d69ce5a6-460e-4493-b50e-5eadf3f90ac5.jpg
d6d098c7-8f6c-45e0-a287-9b5bbc2f256d,Dress,Clothes_Dataset\d6d098c7-8f6c-45e0-a287-9b5bbc2f256d.jpg
d7313adf-dbca-45cf-b3b1-8b1dda977adf,Dress,Clothes_Dataset\d7313adf-dbca-45cf-b3b1-8b1dda977adf.jpg
d9afe9d4-8bb3-4449-9e4b-85fcf030ba1b,Dress,Clothes_Dataset\d9afe9d4-8bb3-4449-9e4b-85fcf030ba1b.jpg
dainty_dress_coquette_pinteres_1697106553_d766ffc1_progressive_thumbnail,Dress,Clothes_Dataset\dainty_dress_coquette_pinteres_1697106553_d766ffc1_progressive_thumbnail.jpg
